id,name,latitude,longitude,N
241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,187
364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,187
3109,Banker St & Meserole Ave,40.72606,-73.95621,185
3077,Stagg St & Union Ave,40.70877084,-73.95095259,184
260,Broad St & Bridge St,40.70365182,-74.01167797,184
3146,E 81 St & 3 Ave,40.77573034,-73.9567526,184
261,Johnson St & Gold St,40.69474881,-73.98362464,183
3150,E 85 St & York Ave,40.77536905,-73.94803392,183
3308,Kane St & Clinton St,40.6861758,-73.99645295,182
344,Monroe St & Bedford Ave,40.6851443,-73.95380904,182
3100,Nassau Ave & Newell St,40.7248125644002,-73.947526216507,181
3701,Cliff St & Fulton St,40.708317943664,-74.0050408244133,178
3398,Smith St & 9 St,40.6746957,-73.99785768,178
3783,Cliff St & Fulton St,40.70838,-74.00495,178
3547,Broadway & Moylan Pl,40.8143256,-73.9590255,177
3373,3 St & 3 Ave,40.6750705,-73.98775226,176
3294,E 91 St & Park Ave,40.7835016,-73.955327,176
354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,175
3529,Lenox Ave & W 130 St,40.8107922,-73.9430681,175
416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,174
3115,India St & Manhattan Ave,40.73232194,-73.9550858,173
3537,Carlton Ave & Dean St,40.6809741,-73.9710097,173
3298,Warren St & Court St,40.686371,-73.99383324,173
3558,Bergen St & Vanderbilt Ave,40.6794388,-73.9680438,173
3117,Franklin St & Dupont St,40.73564,-73.95866,172
3417,Baltic St & 5 Ave,40.6795766,-73.97854971,171
313,Washington Ave & Park Ave,40.69610226,-73.96751037,171
3496,1 Ave & E 110 St,40.7923272,-73.9383,170
3223,E 55 St & 3 Ave,40.7589965596051,-73.9686539769173,170
3414,Bergen St & Flatbush Ave,40.6809447234773,-73.9756733179092,170
3178,Riverside Dr & W 78 St,40.78414472,-73.98362492,169
3571,Bedford Ave & Bergen St,40.676368,-73.952918,169
3533,St. Nicholas Ave & W 126 St,40.8114323,-73.9518776,167
3453,Devoe St & Lorimer St,40.7133522622288,-73.9491033554077,167
3369,E 82 St & East End Ave,40.7724607,-73.9468208,167
3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625,167
3290,E 89 St & York Ave,40.7779453,-73.946041,166
3721,31 St & Newtown Ave,40.7675487799971,-73.9209334552288,166
